1.136581581,3.40836E-12,
1.184275524,2.07229E-05,
1.485269007,4.57741E-05,
0.738700914,0.000144412,
0.133140176,0.000105946,
0.517964487,9.46216E-05,
0.41266228,9.94087E-05,
0.344256081,0.000190257,
0.271393011,8.57065E-05,
0.470941897,0.000149367,
0.143583329,0.000217474,
0.249054871,0.000100417,
0.147476703,0.00012427,
0.38850071,0.000119484,
0.37766047,0.000173211,
0.333559599,0.000137099,
0.111109631,9.26947E-05,
0.276585646,0.000164964,
0.227854183,0.000108581,
0.118291289,8.05308E-05,
0.108915313,5.90303E-05,
0.242053395,9.85407E-05,
0.070127626,0.000132809,
0.27568974,8.45932E-05,
0.316147538,0.000113458,
0.326128551,0.000205811,
0.171406261,0.000299774,
0.34035396,0.000252828,
0.033513573,0.000132329,
0.259088392,0.000211711,
0.020796355,0.000193347,
0.07815308,0.0001901,
0.160370983,7.99479E-05,
0.036970718,0.000160287,
0.156635979,6.80072E-05,
0.13887651,0.000127768,
0.396623425,0.000130855,
0.276766995,8.89533E-05,
0.108027569,7.28645E-05,
0.083984575,0.00010872,
0.248102598,0.000122535,
0.14511274,9.2712E-05,
0.109768229,0.000117083,
0.038246022,6.85059E-05,
0.03266506,7.22703E-05,
0.04845722,0.000175422,
0.17897742,0.000203195,
0.032795679,0.000177883,
0.112282255,0.000132687,
0.13763243,0.000151089,
0.139417363,0.000182757,
0.101421518,0.000137815,
0.057665911,0.00019291,
0.021684317,0.000235847,
0.08103529,0.000150909,
0.111949089,0.000126951,
0.004030857,0.000164584,
0.054185298,0.000214089,
0.076864185,4.99685E-05,
0.07992013,4.42815E-05,
0.251230151,9.20963E-05,
0.125951492,4.58191E-05,
0.137312926,7.51694E-05,
0.056596304,0.000100827,
0.101063805,0.000150855,
0.120631824,7.25324E-05,
0.085261638,9.00538E-05,
0.05710839,6.76752E-05,
0.065079362,5.61128E-05,
0.044356786,0.000122357,
0.025897206,0.000204594,
0.083545409,0.000115361,
0.147421597,9.47182E-05,
0.070276256,0.000172957,
0.085815452,7.45496E-05,
0.013624555,9.85532E-05,
0.046318305,9.99348E-05,
0.103144356,5.3016E-05,
0.074252096,5.67397E-05,
0.042895067,7.22579E-05,
0.020706789,6.43677E-05,
0.099968395,8.11858E-05,
0.085212104,7.2966E-05,
0.021924845,0.000228518,
0.289857274,0.000153087,
0.057951634,6.07804E-05,
0.057823489,5.93028E-05,
0.063460333,4.32481E-05,
0.021497292,5.65419E-05,
0.119596297,7.01907E-05,
0.047332266,7.02424E-05,
0.034780734,7.07748E-05,
0.068233812,2.8583E-05,
0.024957984,0.000164202,
0.134774514,2.68761E-05,
0.094075064,7.87215E-05,
0.150680345,6.21274E-05,
0.027023687,3.14138E-05,
